상호명,주소,카테고리_대,카테고리_소,위도,경도
바디케어필라테스,서울특별시 중구 다산로 111 111 한미빌딩,운동 시설,요가/필라테스 학원,37.5540225564948,127.009845894763
아임필라테스평생교육원,서울특별시 양천구 등촌로 178 178 일부,운동 시설,요가/필라테스 학원,37.5454917847762,126.862705060376
유디천호치과의원,서울특별시 강동구 강동대로 143-64 143 SQUAR,의료,치과의원,37.528085173241,127.120112229266
지에스리테일GS더프레시강동,서울특별시 강동구 고덕로 133 133 강동롯데캐슬상가,생활/편의,슈퍼마켓,37.5552550133155,127.140345885287
세븐일레븐동작대방점,서울특별시 동작구 여의대방로 130-1 130 동,생활/편의,편의점,37.4986296983021,126.920589925629
홍윤중국식품,서울특별시 구로구 구로중앙로28길 31-48 31,생활/편의,슈퍼마켓,37.501179099975,126.886874692099
동명사,서울특별시 성북구 동소문로26길 28 28,생활/편의,세탁소,37.5937821126336,127.020359003371
피티스토리,서울특별시 강남구 언주로 117 117 개포우성4차,운동 시설,헬스장,37.4864550120476,127.050394940955
하얀비식품,서울특별시 관악구 난곡로34길 43 43,생활/편의,슈퍼마켓,37.4721676748408,126.92146578646
신일식품,서울특별시 영등포구 도림로31길 8-5 8,생활/편의,슈퍼마켓,37.4932586425923,126.896012147047
만나반찬,서울특별시 구로구 오리로 1298 1298,생활/편의,반찬/식료품 소매업,37.4972810182189,126.829546259875
좋은습관,서울특별시 서초구 반포대로19길 9-4 9,운동 시설,요가/필라테스 학원,37.4871592026898,127.008876015543
비앤비퍼스널트레이닝스튜디오,서울특별시 강남구 압구정로46길 35 35 모빌딩,운동 시설,헬스장,37.5262665914367,127.036291866282
미형사,서울특별시 광진구 능동로32길 31 31,생활/편의,세탁소,37.5548515891475,127.080329803851
크린토피아옥수극동점,서울특별시 성동구 독서당로 194-1 194 크린토피아,생활/편의,세탁소,37.5427778131282,127.012763794284
유앤어스,서울특별시 서초구 서운로1길 25 25,생활/편의,슈퍼마켓,37.48432700496,127.028198658474
응응스크르서울우이점,서울특별시 강북구 삼양로 593 593 오른쪽,생활/편의,편의점,37.6558971953706,127.013021116901
주엘필라테스,서울특별시 마포구 독막로 51 51 주엘필라테스,운동 시설,요가/필라테스 학원,37.5481026395428,126.918975833438
픽미픽미,서울특별시 성북구 보문로32길 34 34,생활/편의,슈퍼마켓,37.5899712626047,127.018240646336
엄마손반찬,서울특별시 강서구 양천로69길 19 19,생활/편의,반찬/식료품 소매업,37.5534296570901,126.870759537007
명품그랜드세탁소,서울특별시 강남구 학동로18길 26 26,생활/편의,세탁소,37.511150055574,127.027824184425
씨유자양승일점,서울특별시 광진구 자양로5길 30 30 한양팰리스,생활/편의,편의점,37.5313419367232,127.084038100963
곰마트,서울특별시 양천구 곰달래로9길 39 39,생활/편의,슈퍼마켓,37.5331024630891,126.834171369652
엘스의원,서울특별시 양천구 신월로 164 164 승일뷰티타워,의료,피부/비뇨기과 의원,37.5177601625035,126.842021662785
부귀식품,서울특별시 중구 을지로11길 14 14 광덕빌딩,생활/편의,슈퍼마켓,37.5670600452524,126.990956045037
경희시원한의원,서울특별시 강동구 성내로 11 11 새한빌딩,의료,한의원,37.5305067618549,127.122163866682
연세노보비뇨의학과의원,서울특별시 강남구 삼성로 620 620 블랙스톤빌딩,의료,피부/비뇨기과 의원,37.5149618693589,127.052619790901
씨유방학역점,서울특별시 도봉구 도봉로 728 728,생활/편의,편의점,37.6692963626183,127.043853573754
골프에반하다,서울특별시 서초구 방배로 105 105 디엠타워,운동 시설,골프 연습장,37.4834563231315,126.995974897343
씨유강남청담,서울특별시 강남구 학동로101길 21 21,생활/편의,편의점,37.5217893797608,127.057126860353
크린토피아신대방현대점,서울특별시 동작구 여의대방로 28 28 현대아파트,생활/편의,세탁소,37.4952716399305,126.911693891775
한아름할인마트,서울특별시 노원구 화랑로 415-35 415,생활/편의,슈퍼마켓,37.6180788304671,127.07328453544
상봉동틀이치과의원,서울특별시 금천구 벚꽃로 30 30 금천롯데캐슬골드파크2차,의료,치과의원,37.4582253469788,126.893709721934
세븐천호삼성점주,서울특별시 강동구 성안로 163 163 외,생활/편의,편의점,37.537754530247,127.135278058904
크린월드,서울특별시 영등포구 신길로62길 16 16,생활/편의,세탁소,37.51472574483,126.913593875484
대한테니스협회사,서울특별시 송파구 올림픽로 424 424 올림픽테니스장,운동 시설,테니스장,37.520332129132,127.115518430559
이루향서원,서울특별시 종로구 윤보선길 19-18 19,생활/편의,반찬/식료품 소매업,37.5773395995515,126.983551097867
아이스크림할인점무인빙과,서울특별시 구로구 부일로1길 23 23,생활/편의,슈퍼마켓,37.4920421473001,126.820738122095
오롯한의원,서울특별시 마포구 마포대로 195 195 마포래미안푸르지오아파트,의료,한의원,37.5523562834388,126.954291169509
에코런드렛빨래방&아이스크림노량진점,서울특별시 동작구 노량진로12길 16 16,생활/편의,셀프 빨래방,37.5126148410545,126.938253989819
송송골프,서울특별시 관악구 대학12길 49 49 성문,운동 시설,요가/필라테스 학원,37.4651398141274,126.936495764739
팀플로우,서울특별시 동작구 남부순환로269길 21 21,운동 시설,스쿼시/라켓볼장,37.4775707223003,126.977829755086
에이치컨디셔닝센터,서울특별시 강남구 역삼로 527 527 그린메디칼사옥,운동 시설,요가/필라테스 학원,37.5039837761962,127.060664493018
한국체대석사멀티짐합기도,서울특별시 동작구 사당로23바길 9 9 삼성래미안아파트,운동 시설,태권도/무술학원,37.4896062595415,126.96918734896
레지나필라테스,서울특별시 강남구 학동로77길 10 10,운동 시설,요가/필라테스 학원,37.5194953593427,127.0492746511
연이네반찬,서울특별시 동작구 사당로16가길 20 20,생활/편의,반찬/식료품 소매업,37.4831738476471,126.972367096175
주석,서울특별시 금천구 디지털로 207 207 지밸리페트라힐스,생활/편의,편의점,37.479070494759,126.88910135425
새튼재활의학과의원,서울특별시 도봉구 노해로65길 10 10 동순그린빌딩,의료,기타 의원,37.6518523048267,127.046608309349
리뉴치과교정과치과의원,서울특별시 관악구 관악로 183 183,의료,치과의원,37.4816718574285,126.952502658373
세븐남산소월점,서울특별시 용산구 신흥로20길 1 1 위,생활/편의,편의점,37.5459130416397,126.985108283057
준플란트치과의원,서울특별시 마포구 연남로 43 43 로얄빌딩,의료,치과의원,37.5632497144315,126.920906216215
김진국축구교실,서울특별시 양천구 안양천로 711 711 해누리체육공원내김진국축구교실사무실,운동 시설,요가/필라테스 학원,37.5113637528378,126.87242690798
사암당한의원,서울특별시 강남구 남부순환로377길 7 7,의료,한의원,37.4869167464911,127.044888747664
필라테스해빛,서울특별시 은평구 통일로 630-1 630 제,운동 시설,요가/필라테스 학원,37.6031556402545,126.937488435661
광수유통,서울특별시 동작구 신대방1길 126-1 126,생활/편의,슈퍼마켓,37.4854994555034,126.904910024961
더소중한여성의원,서울특별시 성북구 동소문로 10 10,의료,내과/소아과 의원,37.5887290744046,127.007336897847
세븐일레븐청구점,서울특별시 중구 다산로29길 14 14,생활/편의,편의점,37.5611220832645,127.013242287186
법인미예탑,서울특별시 강남구 논현로 628 628 하이타워,생활/편의,슈퍼마켓,37.5097971930202,127.033083036679
카페연무장,서울특별시 강남구 압구정로30길 51 51 아이에스에이빌딩,생활/편의,슈퍼마켓,37.523934920389,127.029367441791
오브의원,서울특별시 서초구 서초대로77길 5 5 전체,의료,피부/비뇨기과 의원,37.4983561073745,127.026394538762
사르르아이스크림,서울특별시 종로구 명륜3길 1 1,생활/편의,슈퍼마켓,37.5889454242253,126.994757726023
고무래로치과,서울특별시 서초구 고무래로 32 32 반포트라이엄프메딕스빌딩,의료,치과의원,37.5024219677637,127.012157526962
세븐일레븐미아한화포레나점,서울특별시 강북구 삼양로32나길 23 23,생활/편의,편의점,37.6201807671355,127.022269159509
피티스튜디오송이,서울특별시 은평구 진흥로 134 134 유성빌딩,운동 시설,요가/필라테스 학원,37.6076803893831,126.925072182534
슈슈아이스크림,서울특별시 강서구 우현로 13 13,생활/편의,슈퍼마켓,37.5470720580877,126.843793025994
다담필라테스,서울특별시 노원구 중계로 116-6 116,운동 시설,요가/필라테스 학원,37.6459853622711,127.082388120519
지에스더프레시용산,서울특별시 용산구 이촌로 200 200 LG프라자,생활/편의,슈퍼마켓,37.5209522741903,126.969344145203
미니점핑체온다이어트,서울특별시 구로구 경서로 55 55,운동 시설,헬스장,37.50200496008,126.85890565299
피버스포츠,서울특별시 송파구 백제고분로7길 3-10 3 잠실동렉스빌2차,운동 시설,요가/필라테스 학원,37.5108203580698,127.079321192199
룩스필라테스양천향교역점,서울특별시 강서구 양천로 351 351,운동 시설,요가/필라테스 학원,37.5683600278974,126.841858261264
씨유녹번제일,서울특별시 은평구 진흥로 148 148 외,생활/편의,편의점,37.6084380397175,126.926373838637
핏엔젤,서울특별시 서초구 서초중앙로 225 225 남도빌딩,운동 시설,요가/필라테스 학원,37.5016651830627,127.011558015955
코리아세븐양평,서울특별시 영등포구 선유서로21길 14 14,생활/편의,편의점,37.5227642327422,126.883866950587
서울대입구정형외과의원,서울특별시 관악구 관악로 186 186,의료,외과 의원,37.4815640831561,126.953373302608
공릉한의원,서울특별시 노원구 동일로 1065 1065 한빌딩,의료,한의원,37.6251969135708,127.072827079169
굿모닝소아청소년과의원,서울특별시 강남구 선릉로129길 22 22 고영빌딩,의료,내과/소아과 의원,37.5161292235678,127.039669063643
위로필라테스평생교육원,서울특별시 영등포구 여의나루로 42 42 여의도종합상가,운동 시설,요가/필라테스 학원,37.5214730201695,126.924966167732
세븐일레븐정릉온누리점,서울특별시 성북구 보국문로16길 75 75,생활/편의,편의점,37.613118682998,127.010159484763
세븐일레븐S애오개역점,서울특별시 마포구 마포대로 210 210 애오개역,생활/편의,편의점,37.5533662804096,126.956621858848
웅핏,서울특별시 구로구 개봉로20길 78 78,운동 시설,헬스장,37.4932559298638,126.858684646233
포유365,서울특별시 구로구 천왕로 10 10 천왕이펜하우스5단지,생활/편의,슈퍼마켓,37.4807290376925,126.842167493915
요가흐름,서울특별시 관악구 신림로46길 19 19,운동 시설,요가/필라테스 학원,37.4787888700293,126.934211757945
하모니마트홍대,서울특별시 마포구 양화로18안길 7 7,생활/편의,슈퍼마켓,37.5568283358154,126.925089176856
신동방,서울특별시 구로구 구로동로26길 105 105 제,생활/편의,슈퍼마켓,37.4902527187863,126.889865041136
지에스25홍대공원점,서울특별시 마포구 양화로18안길 28 28,생활/편의,편의점,37.5569461638607,126.926198179792
성산위편한내과의원,서울특별시 마포구 월드컵북로 236 236,의료,내과/소아과 의원,37.5703005115372,126.903421330053
필라테스그린,서울특별시 영등포구 국회대로36길 1-1 1 백문빌딩,운동 시설,요가/필라테스 학원,37.5270933186948,126.898273059847
세븐창동타운점,서울특별시 도봉구 덕릉로59차길 28 28,생활/편의,편의점,37.6407200705928,127.035305086322
피지오플러스피티,서울특별시 서초구 강남대로 455 455 강남태영데시앙루브,운동 시설,헬스장,37.5029155619125,127.024711042906
